S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
1723,TX001723,AC00193,435.98,2023-10-12 16:29:00,Debit,Mesa,D000282,216.151.64.40,M099,Branch,30,Engineer,105,1.0,7334.08,2024-11-04 08:11:00
1842,TX001842,AC00136,684.96,2023-01-09 16:19:00,Debit,Mesa,D000445,165.114.224.47,M070,ATM,21,Student,31,1.0,526.67,2024-11-04 08:07:00
1647,TX001647,AC00303,40.79,2023-11-17 16:40:00,Debit,Milwaukee,D000405,177.116.108.246,M061,ATM,18,Student,80,1.0,1769.33,2024-11-04 08:11:00
1260,TX001260,AC00232,54.5,2023-11-22 16:59:00,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1.0,1715.22,2024-11-04 08:08:00
648,TX000648,AC00276,20.22,2023-03-10 18:26:00,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1.0,5515.32,2024-11-04 08:06:00
2138,TX002138,AC00215,1.98,2023-12-25 17:41:00,Debit,Seattle,D000690,45.241.13.208,M074,ATM,66,Doctor,170,1.0,11619.1,2024-11-04 08:10:00
1593,TX001593,AC00382,181.81,2023-05-29 16:09:00,Credit,Austin,D000409,148.181.195.227,M026,Online,78,Retired,122,1.0,7525.73,2024-11-04 08:09:00
1828,TX001828,AC00059,126.91,2023-08-23 16:04:00,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,22,Student,42,1.0,692.69,2024-11-04 08:08:00
762,TX000762,AC00201,384.1,2023-05-24 18:32:00,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1.0,672.79,2024-11-04 08:11:00
1626,TX001626,AC00220,1173.43250801351,2023-09-25 16:51:00,Credit,Phoenix,D000582,5.252.94.135,M096,Branch,67,Retired,218,1.0,6601.5,2024-11-04 08:11:00
370,TX000370,AC00269,168.53,2023-06-14 16:30:00,Debit,San Francisco,D000602,157.164.245.130,M100,ATM,71,Retired,112,1.0,5962.58,2024-11-04 08:12:00
86,TX000086,AC00098,1173.43250801351,2023-09-29 17:22:00,Credit,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1.0,8654.28,2024-11-04 08:06:00
326,TX000326,AC00049,609.14,2023-11-23 16:09:00,Debit,Tucson,D000224,201.113.165.203,M086,ATM,39,Engineer,177,1.0,9033.87,2024-11-04 08:11:00
1927,TX001927,AC00026,39.31,2023-10-30 17:24:00,Debit,Portland,D000394,203.197.235.35,M053,Online,25,Student,178,1.0,1236.38,2024-11-04 08:06:00
1535,TX001535,AC00407,872.72,2023-04-24 16:47:00,Debit,Washington,D000559,216.79.134.201,M033,Online,22,Student,288,1.0,503.01,2024-11-04 08:10:00
1783,TX001783,AC00398,418.02,2023-06-06 17:56:00,Debit,Los Angeles,D000170,57.141.198.111,M017,ATM,46,Doctor,110,1.0,11011.86,2024-11-04 08:06:00
427,TX000427,AC00229,115.92,2023-01-17 18:42:00,Debit,Raleigh,D000386,204.34.243.93,M033,ATM,53,Retired,57,1.0,3897.17,2024-11-04 08:09:00
1757,TX001757,AC00128,34.67,2023-04-25 16:34:00,Debit,Chicago,D000321,78.100.105.143,M077,Online,19,Student,71,1.0,888.6,2024-11-04 08:11:00
1020,TX001020,AC00209,428.61,2023-10-09 16:00:00,Debit,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1.0,2116.36,2024-11-04 08:07:00
2275,TX002275,AC00490,364.81,2023-06-26 17:34:00,Debit,Charlotte,D000079,142.148.226.178,M027,Online,25,Student,53,1.0,1145.23,2024-11-04 08:07:00
393,TX000393,AC00131,222.39,2023-08-23 16:32:00,Debit,Virginia Beach,D000008,180.224.54.115,M088,Online,49,Engineer,73,1.0,3117.39,2024-11-04 08:10:00
2219,TX002219,AC00248,590.68,2023-09-25 16:56:00,Debit,Washington,D000249,179.43.245.131,M037,Branch,27,Student,23,1.0,852.2,2024-11-04 08:09:00
857,TX000857,AC00298,112.94,2023-11-24 17:35:00,Credit,San Antonio,D000265,142.160.124.244,M091,Online,73,Retired,31,1.0,3807.84,2024-11-04 08:07:00
2012,TX002012,AC00248,585.58,2023-09-04 16:13:00,Debit,Raleigh,D000580,175.166.115.182,M091,Branch,23,Student,55,1.0,1729.02,2024-11-04 08:09:00
1742,TX001742,AC00304,428.61,2023-01-09 16:12:00,Debit,Fort Worth,D000560,39.163.103.27,M052,ATM,66,Doctor,62,1.0,11937.04,2024-11-04 08:09:00
1889,TX001889,AC00181,22.15,2023-05-03 16:26:00,Debit,Denver,D000452,83.182.211.68,M065,Branch,44,Doctor,73,1.0,7451.83,2024-11-04 08:11:00
803,TX000803,AC00411,362.27,2023-05-11 16:36:00,Debit,Jacksonville,D000073,69.160.14.157,M051,ATM,80,Retired,47,1.0,6003.59,2024-11-04 08:07:00
811,TX000811,AC00125,178.91,2023-03-15 16:37:00,Debit,Omaha,D000041,35.67.21.23,M035,ATM,18,Student,19,1.0,8870.89,2024-11-04 08:07:00
832,TX000832,AC00386,39.69,2023-04-24 17:16:00,Debit,Austin,D000539,219.98.242.240,M089,Online,70,Retired,163,1.0,3524.68,2024-11-04 08:07:00
1010,TX001010,AC00013,75.04,2023-07-27 17:04:00,Debit,El Paso,D000037,52.1.78.30,M056,ATM,49,Engineer,178,1.0,9648.6,2024-11-04 08:07:00
1057,TX001057,AC00348,65.32,2023-11-02 16:15:00,Debit,Mesa,D000684,40.10.25.102,M094,ATM,28,Student,54,1.0,9165.02,2024-11-04 08:11:00
266,TX000266,AC00338,12.82,2023-04-05 18:37:00,Debit,Fort Worth,D000482,152.234.65.155,M055,ATM,44,Engineer,156,1.0,9045.19,2024-11-04 08:08:00
453,TX000453,AC00271,54.05,2023-04-25 16:53:00,Debit,Louisville,D000373,167.104.180.235,M008,Branch,27,Student,146,1.0,469.14,2024-11-04 08:11:00
2146,TX002146,AC00116,5.29,2023-03-08 18:51:00,Debit,Indianapolis,D000479,23.92.205.75,M062,Online,52,Doctor,276,1.0,11263.89,2024-11-04 08:09:00
741,TX000741,AC00153,381.62,2023-01-27 16:40:00,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1.0,6009.12,2024-11-04 08:11:00
1263,TX001263,AC00322,440.03,2023-11-29 16:11:00,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1.0,1490.44,2024-11-04 08:10:00
706,TX000706,AC00137,12.11,2023-12-12 16:17:00,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1.0,1730.28,2024-11-04 08:07:00
1169,TX001169,AC00120,202.55,2023-11-14 18:49:00,Debit,Dallas,D000028,51.250.46.149,M029,ATM,21,Student,34,2.0,701.73,2024-11-04 08:09:00
2460,TX002460,AC00483,235.34,2023-10-16 16:13:00,Debit,Washington,D000631,198.166.198.233,M085,Branch,26,Student,68,1.0,566.83,2024-11-04 08:12:00
735,TX000735,AC00011,117.55,2023-05-19 16:35:00,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1.0,897.94,2024-11-04 08:11:00
1238,TX001238,AC00356,862.34,2023-05-25 16:16:00,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57,Doctor,72,1.0,9903.48,2024-11-04 08:12:00
619,TX000619,AC00170,171.11,2023-05-15 16:52:00,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1.0,6324.09,2024-11-04 08:08:00
2370,TX002370,AC00262,459.29,2023-01-26 18:07:00,Credit,Kansas City,D000610,113.201.172.36,M016,Online,64,Retired,109,1.0,1006.12,2024-11-04 08:11:00
167,TX000167,AC00478,126.21,2023-02-14 16:07:00,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,75,Retired,268,1.0,5669.66,2024-11-04 08:08:00
2075,TX002075,AC00058,170.96,2023-12-28 16:46:00,Debit,Washington,D000644,96.24.89.146,M083,Branch,64,Doctor,69,1.0,13374.89,2024-11-04 08:06:00
486,TX000486,AC00400,188.99,2023-06-08 16:43:00,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1.0,7315.34,2024-11-04 08:07:00
2368,TX002368,AC00032,239.85,2023-01-26 16:17:00,Debit,Tucson,D000001,121.67.144.20,M047,ATM,70,Retired,50,1.0,1477.63,2024-11-04 08:07:00
1141,TX001141,AC00286,42.72,2023-08-17 16:55:00,Debit,Nashville,D000193,186.135.2.148,M001,ATM,37,Engineer,143,1.0,2669.66,2024-11-04 08:06:00
372,TX000372,AC00322,132.84,2023-08-21 16:28:00,Debit,Oklahoma City,D000244,147.114.91.132,M060,ATM,21,Student,143,1.0,822.73,2024-11-04 08:08:00
1708,TX001708,AC00366,566.33,2023-08-07 16:39:00,Credit,Charlotte,D000603,26.105.49.129,M065,ATM,24,Student,66,1.0,379.82,2024-11-04 08:07:00
1328,TX001328,AC00367,215.72,2023-10-11 18:04:00,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1.0,8697.11,2024-11-04 08:11:00
241,TX000241,AC00076,177.08,2023-01-06 17:16:00,Debit,Las Vegas,D000450,176.96.83.253,M014,Online,35,Doctor,85,1.0,13475.14,2024-11-04 08:12:00
680,TX000680,AC00101,78.44,2023-11-21 17:25:00,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1.0,6870.84,2024-11-04 08:10:00
1282,TX001282,AC00128,1173.43250801351,2023-11-13 17:28:00,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1.0,1134.79,2024-11-04 08:06:00
1761,TX001761,AC00259,373.99,2023-10-23 16:27:00,Debit,Sacramento,D000617,11.3.59.231,M097,ATM,60,Doctor,140,1.0,8590.5,2024-11-04 08:07:00
1134,TX001134,AC00095,1173.43250801351,2023-09-08 17:50:00,Debit,Louisville,D000263,105.87.212.115,M081,Branch,60,Retired,138,1.0,4315.07,2024-11-04 08:09:00
1491,TX001491,AC00233,38.14,2023-04-07 16:16:00,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1.0,9879.87,2024-11-04 08:07:00
2066,TX002066,AC00483,604.5,2023-08-08 18:39:00,Debit,Portland,D000501,31.127.129.152,M073,ATM,28,Student,80,1.0,709.42,2024-11-04 08:06:00
2313,TX002313,AC00166,294.77,2023-10-10 17:16:00,Debit,Philadelphia,D000451,27.93.195.98,M087,Online,77,Retired,101,1.0,2272.17,2024-11-04 08:10:00
705,TX000705,AC00295,321.86,2023-07-24 16:25:00,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1.0,12626.49,2024-11-04 08:06:00
1322,TX001322,AC00235,270.72,2023-03-27 17:25:00,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1.0,6522.47,2024-11-04 08:12:00
216,TX000216,AC00006,74.88,2023-05-24 16:25:00,Debit,Atlanta,D000139,161.161.26.115,M026,ATM,25,Student,202,1.0,420.67,2024-11-04 08:07:00
44,TX000044,AC00117,55.32,2023-04-12 16:03:00,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1.0,241.79,2024-11-04 08:08:00
2067,TX002067,AC00310,258.7,2023-02-22 17:12:00,Debit,Charlotte,D000285,161.71.2.223,M035,ATM,27,Student,123,1.0,1358.37,2024-11-04 08:06:00
782,TX000782,AC00074,101.42,2023-04-25 17:00:00,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1.0,6530.59,2024-11-04 08:12:00
2110,TX002110,AC00099,231.51,2023-08-28 17:22:00,Credit,Oklahoma City,D000380,205.69.66.135,M008,Branch,60,Retired,96,1.0,5790.7,2024-11-04 08:12:00
7,TX000007,AC00199,7.08,2023-02-15 16:36:00,Credit,Seattle,D000241,140.212.253.222,M019,ATM,37,Doctor,139,1.0,13316.71,2024-11-04 08:10:00
90,TX000090,AC00437,392.96,2023-11-20 16:28:00,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1.0,791.65,2024-11-04 08:08:00
357,TX000357,AC00261,121.82,2023-02-07 17:20:00,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,2.93258857489891,8354.54,2024-11-04 08:08:00
2289,TX002289,AC00149,336.01,2023-11-09 18:45:00,Debit,Colorado Springs,D000216,16.250.113.156,M043,Online,63,Doctor,121,2.93258857489891,9938.2,2024-11-04 08:08:00
2386,TX002386,AC00075,64.12,2023-08-10 17:12:00,Credit,Indianapolis,D000013,218.238.171.184,M097,Branch,57,Doctor,222,1.0,1029.09,2024-11-04 08:09:00
1537,TX001537,AC00367,28.44,2023-08-31 17:43:00,Debit,Fresno,D000176,200.164.13.160,M047,ATM,18,Student,243,1.0,1071.04,2024-11-04 08:09:00
1381,TX001381,AC00471,421.74,2023-06-20 17:07:00,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1.0,12031.14,2024-11-04 08:10:00
1904,TX001904,AC00003,384.11,2023-05-15 16:35:00,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,58,Retired,12,1.0,7902.52,2024-11-04 08:06:00
2475,TX002475,AC00302,865.17,2023-12-07 17:13:00,Debit,Houston,D000381,77.21.150.75,M009,Branch,24,Student,161,1.0,9297.5,2024-11-04 08:10:00
661,TX000661,AC00257,326.29,2023-12-06 17:10:00,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1.0,8171.26,2024-11-04 08:10:00
261,TX000261,AC00085,75.15,2023-09-18 17:31:00,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1.0,1092.92,2024-11-04 08:11:00
2158,TX002158,AC00155,207.2,2024-01-01 16:12:00,Debit,Columbus,D000604,214.247.164.80,M028,Online,60,Engineer,133,1.0,8092.94,2024-11-04 08:06:00
1441,TX001441,AC00367,365.48,2023-05-22 17:59:00,Credit,Seattle,D000310,44.197.126.59,M082,Online,76,Retired,216,1.0,7147.4,2024-11-04 08:10:00
1103,TX001103,AC00310,64.92,2023-05-19 18:47:00,Debit,Atlanta,D000110,186.57.149.225,M082,Branch,58,Engineer,236,1.0,5481.76,2024-11-04 08:11:00
102,TX000102,AC00018,98.54,2023-08-11 16:18:00,Credit,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1.0,9383.43,2024-11-04 08:10:00
2230,TX002230,AC00332,424.47,2023-02-27 16:05:00,Debit,Oklahoma City,D000419,151.247.130.190,M050,Online,22,Student,116,1.0,5491.55,2024-11-04 08:08:00
798,TX000798,AC00208,435.86,2023-12-29 17:17:00,Debit,Jacksonville,D000471,147.125.143.41,M075,ATM,56,Retired,134,1.0,3801.82,2024-11-04 08:09:00
242,TX000242,AC00215,588.54,2023-02-06 17:57:00,Debit,Portland,D000609,211.97.88.141,M031,Branch,32,Engineer,130,1.0,714.45,2024-11-04 08:10:00
2241,TX002241,AC00315,207.65,2023-09-11 16:52:00,Debit,San Francisco,D000511,152.234.65.155,M066,Online,34,Engineer,98,1.0,5143.8,2024-11-04 08:09:00
2362,TX002362,AC00153,427.83,2023-05-10 17:02:00,Debit,Phoenix,D000529,16.128.130.153,M066,ATM,47,Engineer,29,1.0,3293.06,2024-11-04 08:09:00
2078,TX002078,AC00144,125.83,2023-05-29 17:14:00,Debit,Los Angeles,D000608,113.137.153.101,M001,ATM,57,Retired,138,1.0,6109.86,2024-11-04 08:11:00
1650,TX001650,AC00434,29.5,2023-07-20 18:26:00,Debit,San Antonio,D000451,218.54.207.160,M008,Online,73,Retired,129,1.0,1229.32,2024-11-04 08:09:00
319,TX000319,AC00106,301.85,2023-04-18 17:43:00,Debit,Columbus,D000433,55.154.161.250,M062,Online,54,Engineer,25,1.0,6586.19,2024-11-04 08:10:00
1720,TX001720,AC00490,304.75,2023-02-27 16:07:00,Credit,Austin,D000499,200.13.225.150,M096,Branch,78,Retired,125,1.0,1916.34,2024-11-04 08:07:00
743,TX000743,AC00159,29.22,2023-07-06 18:16:00,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1.0,1649.43,2024-11-04 08:09:00
463,TX000463,AC00074,17.45,2023-09-13 16:41:00,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1.0,1959.52,2024-11-04 08:09:00
1265,TX001265,AC00079,76.39,2023-01-13 17:19:00,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1.0,5976.0,2024-11-04 08:10:00
637,TX000637,AC00357,100.99,2023-05-29 16:20:00,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1.0,8865.27,2024-11-04 08:09:00
2483,TX002483,AC00347,411.47,2023-12-25 16:25:00,Debit,Fort Worth,D000110,33.28.138.82,M080,ATM,26,Student,120,1.0,796.63,2024-11-04 08:11:00
970,TX000970,AC00280,388.1,2023-08-21 18:06:00,Credit,Los Angeles,D000653,101.90.40.193,M019,Online,73,Retired,40,1.0,3022.12,2024-11-04 08:07:00
707,TX000707,AC00004,642.54,2023-05-10 18:49:00,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1.0,3143.17,2024-11-04 08:10:00
144,TX000144,AC00108,233.74,2023-10-24 16:41:00,Credit,Oklahoma City,D000600,96.115.67.230,M030,Online,66,Retired,17,1.0,1066.59,2024-11-04 08:11:00
65,TX000065,AC00434,5.77,2023-11-02 16:01:00,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1.0,13988.12,2024-11-04 08:11:00
861,TX000861,AC00397,233.44,2023-01-20 16:23:00,Debit,Chicago,D000334,37.213.85.222,M037,Online,20,Student,297,1.0,1691.88,2024-11-04 08:07:00
587,TX000587,AC00170,80.43,2023-01-04 16:09:00,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1.0,5987.67,2024-11-04 08:08:00
2082,TX002082,AC00498,225.1,2023-12-11 17:28:00,Debit,Boston,D000047,217.82.46.37,M082,ATM,28,Student,35,1.0,1547.71,2024-11-04 08:07:00
2157,TX002157,AC00355,275.59,2023-10-10 16:49:00,Credit,Philadelphia,D000243,132.127.5.187,M063,Branch,53,Retired,238,1.0,6313.22,2024-11-04 08:10:00
1355,TX001355,AC00097,0.26,2023-11-23 16:14:00,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20,Student,173,1.0,1833.67,2024-11-04 08:07:00
999,TX000999,AC00339,17.95,2023-06-05 17:22:00,Credit,Sacramento,D000411,167.164.55.0,M027,Branch,64,Doctor,135,1.0,12344.9,2024-11-04 08:09:00
412,TX000412,AC00210,242.03,2023-03-13 16:08:00,Debit,Dallas,D000605,219.98.242.240,M014,Online,58,Engineer,124,1.0,4382.73,2024-11-04 08:07:00
2040,TX002040,AC00103,477.54,2023-08-21 17:20:00,Credit,San Francisco,D000386,29.168.185.63,M063,ATM,23,Student,52,1.0,1598.63,2024-11-04 08:06:00
1182,TX001182,AC00093,132.42,2023-07-24 16:22:00,Debit,Denver,D000019,203.174.215.229,M069,ATM,18,Student,164,1.0,726.39,2024-11-04 08:11:00
551,TX000551,AC00356,77.43,2023-01-19 16:11:00,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21,Student,169,1.0,1380.21,2024-11-04 08:06:00
1312,TX001312,AC00136,78.62,2023-07-31 16:46:00,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1.0,1360.85,2024-11-04 08:08:00
609,TX000609,AC00413,121.82,2023-09-08 18:24:00,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1.0,13293.83,2024-11-04 08:11:00
1222,TX001222,AC00431,297.86,2023-02-06 17:32:00,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28,Student,96,1.0,1680.14,2024-11-04 08:11:00
1361,TX001361,AC00391,7.86,2023-10-16 16:47:00,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1.0,3621.98,2024-11-04 08:07:00
2343,TX002343,AC00420,1021.16,2023-10-16 17:32:00,Debit,Albuquerque,D000100,175.230.206.232,M046,ATM,20,Student,104,1.0,9427.06,2024-11-04 08:07:00
1408,TX001408,AC00311,427.79,2023-02-21 17:42:00,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1.0,1479.67,2024-11-04 08:08:00
131,TX000131,AC00382,124.72,2023-07-03 17:14:00,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,33,Engineer,105,1.0,6309.8,2024-11-04 08:07:00
1432,TX001432,AC00341,172.29,2023-01-30 17:22:00,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1.0,8700.8,2024-11-04 08:08:00
1943,TX001943,AC00499,837.29,2023-11-27 16:14:00,Debit,Phoenix,D000189,217.233.219.196,M002,Branch,25,Student,216,1.0,6012.67,2024-11-04 08:07:00
1814,TX001814,AC00036,26.92,2023-05-18 18:15:00,Debit,Indianapolis,D000687,49.20.211.229,M053,ATM,62,Retired,43,1.0,1674.94,2024-11-04 08:07:00
2331,TX002331,AC00415,69.38,2023-01-11 16:09:00,Debit,Detroit,D000191,22.196.202.183,M042,Branch,69,Doctor,280,2.0,12072.11,2024-11-04 08:11:00
1130,TX001130,AC00262,316.56,2023-08-29 18:30:00,Debit,Denver,D000457,13.188.62.74,M052,Online,28,Engineer,261,1.0,8643.51,2024-11-04 08:09:00
219,TX000219,AC00070,890.24,2023-07-07 18:03:00,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33,Engineer,161,1.0,5140.93,2024-11-04 08:07:00
1487,TX001487,AC00338,256.66,2023-07-17 17:08:00,Credit,Raleigh,D000377,101.223.82.253,M045,Online,54,Retired,137,1.0,1794.5,2024-11-04 08:06:00
1711,TX001711,AC00283,77.9,2023-12-25 17:42:00,Debit,Washington,D000616,15.176.70.194,M071,Branch,21,Student,128,1.0,664.72,2024-11-04 08:08:00
2142,TX002142,AC00164,738.68,2023-03-07 16:36:00,Debit,Chicago,D000369,197.23.128.119,M096,Online,50,Doctor,124,1.0,14352.33,2024-11-04 08:11:00
727,TX000727,AC00043,729.38,2023-11-14 17:23:00,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1.0,9127.65,2024-11-04 08:08:00
1359,TX001359,AC00077,20.62,2023-06-21 17:10:00,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1.0,12500.8,2024-11-04 08:08:00
1451,TX001451,AC00268,78.77,2023-05-08 18:36:00,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,48,Engineer,50,1.0,6470.57,2024-11-04 08:06:00
2378,TX002378,AC00176,13.02,2023-06-14 16:24:00,Debit,Charlotte,D000387,121.67.144.20,M014,Branch,51,Doctor,42,1.0,6076.45,2024-11-04 08:11:00
983,TX000983,AC00281,453.49,2023-01-02 16:06:00,Debit,Seattle,D000471,40.226.196.34,M088,Branch,66,Doctor,147,1.0,6366.43,2024-11-04 08:08:00
19,TX000019,AC00242,18.68,2023-02-21 16:56:00,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1.0,7948.37,2024-11-04 08:12:00
366,TX000366,AC00092,632.69,2023-09-12 16:28:00,Debit,Denver,D000455,211.97.88.141,M047,ATM,80,Retired,76,1.0,4363.74,2024-11-04 08:09:00
1080,TX001080,AC00448,590.26,2023-06-19 16:20:00,Credit,Austin,D000519,168.55.35.243,M089,Branch,25,Student,48,1.0,1068.28,2024-11-04 08:08:00
1283,TX001283,AC00409,76.02,2023-07-12 16:58:00,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1.0,14765.41,2024-11-04 08:11:00
952,TX000952,AC00017,492.84,2023-03-01 17:43:00,Debit,Indianapolis,D000514,81.248.235.147,M081,ATM,25,Student,38,1.0,577.67,2024-11-04 08:09:00
2152,TX002152,AC00012,927.45,2023-08-07 18:52:00,Debit,Austin,D000210,176.96.83.253,M027,ATM,24,Student,95,1.0,1161.84,2024-11-04 08:07:00
349,TX000349,AC00376,308.42,2023-05-02 16:14:00,Debit,Nashville,D000276,76.0.164.168,M077,Branch,75,Retired,39,1.0,5427.81,2024-11-04 08:06:00
1579,TX001579,AC00007,137.48,2023-11-27 17:34:00,Debit,Seattle,D000206,66.255.7.16,M058,Branch,55,Doctor,47,1.0,14273.42,2024-11-04 08:08:00
1950,TX001950,AC00244,737.1,2023-07-19 16:11:00,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1.0,4644.19,2024-11-04 08:11:00
1597,TX001597,AC00411,11.86,2023-09-05 16:43:00,Debit,Sacramento,D000165,148.112.151.27,M054,Branch,31,Engineer,129,1.0,6782.61,2024-11-04 08:08:00
1760,TX001760,AC00010,1086.6,2023-05-22 17:40:00,Debit,San Diego,D000428,74.58.165.67,M016,Online,19,Student,38,1.0,1605.67,2024-11-04 08:10:00
746,TX000746,AC00110,319.17,2023-01-11 16:58:00,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1.0,6501.56,2024-11-04 08:08:00
2106,TX002106,AC00058,22.62,2023-05-10 16:35:00,Debit,Virginia Beach,D000032,197.187.216.106,M075,ATM,64,Doctor,102,1.0,7682.0,2024-11-04 08:11:00
2196,TX002196,AC00384,393.74,2023-12-04 18:11:00,Debit,Charlotte,D000407,62.27.235.199,M099,Online,26,Student,90,1.0,1769.06,2024-11-04 08:06:00
536,TX000536,AC00161,1173.43250801351,2023-12-11 16:06:00,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1.0,7696.16,2024-11-04 08:08:00
1697,TX001697,AC00108,849.76,2023-08-16 16:28:00,Debit,Seattle,D000690,64.89.183.39,M023,ATM,25,Student,269,1.0,373.88,2024-11-04 08:07:00
1746,TX001746,AC00438,125.39,2023-07-31 16:52:00,Debit,Los Angeles,D000149,205.45.234.42,M036,ATM,21,Student,140,1.0,202.69,2024-11-04 08:06:00
485,TX000485,AC00329,539.35,2023-05-22 17:34:00,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1.0,3919.44,2024-11-04 08:11:00
757,TX000757,AC00154,333.78,2023-11-30 17:53:00,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1.0,6810.94,2024-11-04 08:07:00
526,TX000526,AC00313,660.02,2023-10-12 16:57:00,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1.0,414.43,2024-11-04 08:08:00
1327,TX001327,AC00453,109.91,2023-05-01 16:23:00,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1.0,12896.06,2024-11-04 08:10:00
573,TX000573,AC00471,121.43,2023-03-21 16:20:00,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,52,Engineer,243,1.0,7365.28,2024-11-04 08:07:00
1698,TX001698,AC00067,172.5,2023-11-14 16:23:00,Debit,Columbus,D000635,203.99.96.114,M065,Online,68,Doctor,31,1.0,6851.16,2024-11-04 08:11:00
